t_stamp;P1_STATE;LIT101.Pv;FIT101.Pv;MV101.Status;P101.Status;P102.Status;P2_STATE;FIT201.Pv;AIT201.Pv;AIT202.Pv;AIT203.Pv;MV201.Status;P201.Status;P202.Status;P203.Status;P204.Status;P205.Status;P206.Status;P207.Status;P208.Status;LS201.Alarm;LS202.Alarm;LSL203.Alarm;LSLL203.Alarm;P3_STATE;AIT301.Pv;AIT302.Pv;AIT303.Pv;LIT301.Pv;FIT301.Pv;DPIT301.Pv;MV301.Status;MV302.Status;MV303.Status;MV304.Status;P301.Status;P302.Status;PSH301.Alarm;DPSH301.Alarm;P4_STATE;LIT401.Pv;FIT401.Pv;AIT401.Pv;AIT402.Pv;P401.Status;P402.Status;P403.Status;P404.Status;UV401.Status;LS401.Alarm;P5_STATE;FIT501.Pv;FIT502.Pv;FIT503.Pv;FIT504.Pv;AIT501.Pv;AIT502.Pv;AIT503.Pv;AIT504.Pv;PIT501.Pv;PIT502.Pv;PIT503.Pv;P501.Status;P502.Status;MV501.Status;MV502.Status;MV503.Status;MV504.Status;PSH501.Alarm;PSL501.Alarm;P6_STATE;FIT601.Pv;P601.Status;P602.Status;P603.Status;LSH601.Alarm;LSL601.Alarm;LSH602.Alarm;LSL602.Alarm;LSH603.Alarm;LSL603.Alarm
26/2/2020 14:40;1;816.88916;0;1;1;1;1;0.000384455;60.913868;8.29422;162.394257;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;169.921249;78.6542;1009.87732;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.336578;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.45020533;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.0854;0;1;1;1;1;0.000384455;60.913868;8.289734;162.394257;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;169.921249;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.144318;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.45020533;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;816.88916;0;1;1;1;1;0.000384455;60.913868;8.28653;162.599335;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.023682;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.298126;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44732141;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;816.7321;0;1;1;1;1;0.000384455;60.913868;8.284607;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.023682;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.259674;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44668055;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.0854;0;1;1;1;1;0.000384455;60.913868;8.278198;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.151733;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.259674;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44668055;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.046143;0;1;1;1;1;0.000384455;60.913868;8.278198;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.177353;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.336578;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44668055;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.16394;0;1;1;1;1;0.000384455;60.913868;8.274353;162.548065;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.279785;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.18277;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44668055;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.43866;0;1;1;1;1;0.000384455;60.913868;8.271469;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.279785;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;486.9905;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44668055;159.39502;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.43866;0;1;1;1;1;0.000384455;60.913868;8.271469;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.279785;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;486.6829;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44668055;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.5172;0;1;1;1;1;0.000384455;60.913868;8.271469;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.279785;78.6542;1010.07758;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;486.9905;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44668055;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.2817;0;1;1;1;1;0.000384455;60.913868;8.271469;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.279785;78.6542;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.298126;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44956446;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.43866;0;1;1;1;1;0.000384455;60.913868;8.271469;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57366037;170.279785;78.6542;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.375031;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44956446;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.360168;0;1;1;1;1;0.000384455;60.913868;8.271469;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57574129;170.279785;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.4904;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44956446;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.477966;0;1;1;1;1;0.000384455;60.913868;8.271469;162.471161;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57574129;170.279785;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.528839;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.44956446;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.242432;0;1;1;1;1;0.000384455;60.913868;8.273392;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57990265;170.279785;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.105865;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.45116663;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.3209;0;1;1;1;1;0.000384455;60.913868;8.278519;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.58406448;170.279785;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.298126;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.45116663;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.477966;0;1;1;1;1;0.000384455;60.913868;8.27948;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;170.279785;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.18277;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.453089;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.43866;0;1;1;1;1;0.000384455;60.913868;8.283005;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;170.279785;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.259674;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.5172;0;1;1;1;1;0.000384455;60.913868;8.284607;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;170.279785;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.298126;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.677;96.4816742;4.921815;44.7000771;28.19338;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.71344;0;1;1;1;1;0.000384455;60.913868;8.28717;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.528839;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.677;96.4816742;4.921815;44.7801857;28.2894936;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.556458;0;1;1;1;1;0.000384455;60.913868;8.28717;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.528839;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.677;96.4816742;4.921815;44.7801857;28.2894936;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.5172;0;1;1;1;1;0.000384455;60.913868;8.289413;162.701874;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.259674;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.677;96.4816742;4.921815;44.7801857;28.2894936;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.477966;0;1;1;1;1;0.000384455;60.913868;8.290695;162.445526;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.528839;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.677;96.4816742;4.921815;44.7801857;28.2894936;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.242432;0;1;1;1;1;0.000384455;60.913868;8.290695;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.528839;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.677;96.4816742;4.921815;44.7801857;28.2894936;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.477966;0;1;1;1;1;0.000384455;60.913868;8.290695;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1010.358;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.5673;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.7801857;28.2734756;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.634949;0;1;1;1;1;0.000384455;60.913868;8.290695;162.419891;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1010.358;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.7211;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.7801857;28.2734756;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.7527;0;1;1;1;1;0.000384455;60.913868;8.290695;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1010.358;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.5673;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.7801857;28.1773624;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.477966;0;1;1;1;1;0.000384455;60.913868;8.286209;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1010.358;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.528839;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.7801857;28.1773624;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.5172;0;1;1;1;1;0.000384455;60.913868;8.286209;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1010.358;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.528839;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.7801857;28.1773624;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.3209;0;1;1;1;1;0.000384455;60.913868;8.283966;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.586145;169.946854;78.59017;1009.87732;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.298126;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.7801857;28.1773624;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.3209;0;1;1;1;1;0.000384455;60.913868;8.281403;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57865429;169.946854;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.144318;0.000896344;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.7801857;28.3055134;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
26/2/2020 14:40;1;817.3209;0;1;1;1;1;0.000384455;60.913868;8.281403;162.676239;1;1;1;1;1;1;1;1;1;Inactive;Inactive;Inactive;Inactive;1;7.57865429;169.946854;78.59017;1009.83722;0.000640553;2.989948;1;1;1;1;1;1;Inactive;Inactive;1;487.144318;0.000384148;0;0;1;1;1;1;1;Inactive;1;0.002307101;0.001793263;0.001664373;0;7.456614;159.907715;96.4816742;4.921815;44.61997;28.3055134;40.2941551;1;1;1;1;1;1;Inactive;Inactive;1;0.000320379;1;1;1;Active;Inactive;Active;Inactive;Inactive;Active
